word,late,age,links
damn (v.),late ,13,Old French%PIE
damnable (adj.),mid-,14,Old French%Late Latin%Latin
damnation (n.),,1300,Old French%Latin
Damocles,-,-,PIE
damsel (n.),late ,12,Old French%Gallo-Roman
dan,,1300,Old French%Latin
Danaid (n.),,50,Greek
dance (v.),,1300,Old French%Low Frankish%Latin
dandelion (n.),early ,15,Middle French
dander (n.),,1831,Spanish%Latin
dandruff (n.),,1540,Old Norse%Proto-Germanic
Dane (n.),,1774,Danish
danger (n.),mid-,13,Anglo-French%Vulgar Latin%Latin
dangerous (adj.),early ,13,Anglo-French
Danube,-,-,Latin%Celtic%PIE
Daphne,-,-,Greek
dapper (adj.),mid-,15,Proto-Germanic%PIE
dare (v.),,353,Proto-Germanic%PIE
Darfur,-,-,Arabic
Darius,,521,Greek%Old Persian%PIE
Darjeeling,,1882,Tibetan
dark (adj.),,16,Old English%Proto-Germanic
darkly (adv.),,2,Old English
darn (v.),,1600,Middle French%Breton
darnel (n.),,1300,Vulgar Latin
dart (n.),early ,14,Old French%Proto-Germanic
Darwin,,12,Old English
Darwinism (n.),,1864,Charles
data (n.),,1640,Latin
date (n.1),early ,14,Old French%Medieval Latin%PIE
date (n.2),late ,13,Old French%Latin%Greek
dative (adj.),mid-,15,Latin%Greek%PIE
daub (v.),late ,14,Old French%Latin
daughter (n.),,353,Old English%Proto-Germanic%PIE
daunt (v.),,1300,Old French%Latin
dauphin (n.),,1349,Middle French
David,,12,Hebrew
daw (n.),early ,15,Proto-Germanic
dawn (v.),,1200,Old English
day (n.),,24,Old English%Proto-Germanic%PIE
daylong (adj.),-,-,Old English
daze (v.),early ,14,Old Norse
deacon (n.),,1,Late Latin%Greek
dead (adj.),,3,Proto-Germanic%PIE
deaf (adj.),,18,Proto-Germanic%PIE
deal (n.1),,1837,Old English%Proto-Germanic%PIE
deal (n.2),,1400,Proto-Germanic%PIE
dealer (n.),,1600,Old English
dean (n.),early ,14,Old French%Late Latin%Greek
dear (adj.),,1690,Proto-Germanic
deasil (adj.),,1771,Gaelic
death (n.),,3,Proto-Germanic
debacle (n.),,1848,French%Middle French%Vulgar Latin%Latin
debar (v.),early ,15,French%Old French
debark (v.),,1650,French
debatable (adj.),,1530,Old French
debate (v.),late ,14,Old French
debate (n.),early ,14,Old French
debauch (v.),,1590,Middle French%Old French
debauchee (n.),,1660,French
debenture (n.),early ,15,Latin
debilitate (v.),,1530,Latin
debilitation (n.),early ,15,French%Latin
debility (n.),early ,15,Middle French%Latin%PIE
debit (n.),mid-,15,Middle French%Latin
debonair (adj.),,1200,Old French
debridement (n.),,1839,French
debris (n.),,1708,French%Old French%Late Latin
debt (n.),late ,13,Old French%Latin
debtor (n.),early ,13,Old French%Latin
debut (n.),,1751,French%Old French
decade (n.),mid-,15,Middle French%Late Latin%Greek
decadence (n.),,1540,Middle French%Medieval Latin%Latin
decadent (adj.),,1837,French
decagon (n.),early ,17,Modern Latin%Greek
decal (n.),,1909,French%Italian%Latin
Decalogue (n.),late ,14,Middle French%Latin
Decameron (n.),,1600,Italian%Greek
decamp (v.),,1670,French
decant (v.),,1630,French%Medieval Latin%Latin
decapitate (v.),,1610,French%Late Latin%Latin
decapitation (n.),,1640,French%Medieval Latin
decapod (n.),,1835,French%Modern Latin%Greek
decay (v.),late ,15,Anglo-French%Vulgar Latin
decease (n.),early ,14,Old French%Latin
decedent (n.),,1730,Latin
deceit (n.),,1300,Old French
deceive (v.),,1300,Old French%Latin
December (n.),,1000,Old French%Latin
decency (n.),,1560,Latin
decennial (adj.),,1680,Latin
decent (adj.),,1530,Middle French%Latin%PIE
deception (n.),early ,15,Middle French%Late Latin%Latin
deceptive (adj.),,1610,French%Medieval Latin
decession (n.),,1600,Latin
deci-,,1801,French%Latin
decide (v.),late ,14,Old French%Latin
deciduous (adj.),,1680,Latin
decile (adj.),,1670,French%Latin
decimal (adj.),,1600,Medeival Latin%Latin
decimate (v.),,1600,Latin
decimation (n.),mid-,15,Late Latin
decision (n.),mid-,15,Middle French%Latin
decisive (adj.),,1610,Medieval Latin%Latin
deck (n.),mid-,15,Proto-Germanic
deck (v.1),early ,15,Middle Dutch
deckle (n.),,1810,German
declaim (v.),late ,14,Middle French%Latin
declamation (n.),late ,14,Latin
declamatory (adj.),,1580,Latin
declarant (n.),,1680,French%Latin
declaration (n.),mid-,14,Old French%Latin
declarative (adj.),mid-,15,French%Late Latin
declaratory (adj.),mid-,15,Medieval Latin%Latin
declare (v.),early ,14,Old French%Latin
declasse (adj.),,1887,French
declension (n.),mid-,15,Latin
declination (n.),late ,14,Old French%Latin
decline (v.),late ,14,Old French%Latin%PIE
decline (n.),early ,14,Old French
declivity (n.),,1610,French%Latin%PIE
decoct (v.),early ,15,Latin
decoction (n.),late ,14,French%Latin
decolletage (n.),,1894,French
decollete (adj.),,1831,French
decor (n.),,1897,French%Latin
decorate (v.),early ,15,Latin%PIE
decoration (n.),early ,15,Late Latin
decorative (adj.),early ,15,Middle French
decorous (adj.),,1660,Latin
decorticate (v.),,1610,Latin
decorum (n.),,1560,Latin
decoupage (n.),,1960,French
decouple (v.),,1600,French
decoy (n.),,1610,Dutch%West Germanic%Latin
decrease (v.),late ,14,Anglo-French%Latin
decrease (n.),late ,14,Anglo-French
decree (n.),early ,14,Old French%Latin
decrement (n.),,1620,Latin
decrepit (adj.),mid-,15,Middle French%Latin
decrepitude (n.),,1600,French%Latin
decrescendo (n.),,1806,Italian%Latin
decry (v.),,1610,French%Latin
decubitus (n.),,1866,Latin
decuple (adj.),,1610,French%Latin
decussate (v.),,1650,Latin
dedicate (v.),early ,15,Latin
dedication (n.),late ,14,Old French%Latin
deduce (v.),early ,15,Latin
deduct (v.),early ,15,Latin
deductible (adj.),,1610,Latin
deduction (n.),early ,15,Middle French%Latin
deductive (adj.),,1640,Latin
deed (n.),early ,14,Old English%Proto-Germanic%PIE
deem (v.),,17,Old English
deep (adj.),,16,Old English%Proto-Germanic%PIE
deeply (adv.),-,-,Old English
deer (n.),,1,Proto-Germanic%PIE
deface (v.),mid-,14,Old French
defalcate (v.),,1530,Medieval Latin
defalcation (n.),mid-,15,Medieval Latin
defamation (n.),,1300,Old French%Latin
defamatory (adj.),,1590,Middle French
defame (v.),,1300,Old French%Medieval Latin%Latin
default (n.),early ,13,Old French%Vulgar Latin%Latin
defeasance (n.),early ,15,Anglo-French
defeat (v.),late ,14,Anglo-French%Old French%Vulgar Latin%Latin
defeatist,,1918,French
defecate (v.),,1570,Latin
defecation (n.),,1620,Late Latin
defect (n.),early ,15,Middle French%Latin
defect (v.),,1570,Latin
defection (n.),,1540,Latin
defective (adj.),mid-,14,Middle French%Late Latin
defector (n.),,1660,Latin
defend (v.),mid-,13,Old French%Latin%PIE
defendant (n.),,1400,French
defender (n.),,1300,Old French
defenestration (n.),,1620,Latin
defense (n.),,1300,Old French%Latin
defensible (adj.),late ,13,Old French%Late Latin%Latin
defensive,,1400,French%Medieval Latin
defer (v.1),late ,14,Old French%Latin
defer (v.2),mid-,15,Middle French%Latin
deference (n.),,1640,French
deferent (adj.),,1620,French%Latin
defiance (n.),,1300,Old French
defiant (adj.),,1837,French
defibrillation (n.),,1940,Modern Latin
deficiency (n.),,1630,Late Latin
deficient (adj.),,1580,Latin
deficit (n.),,1782,French%Latin
defile (v.),,1400,Old French%Latin%Old English
defile (n.),,1640,French%Latin
define (v.),late ,14,Old French%Latin
definite (adj.),,1550,Latin
definition (n.),late ,14,Old French%Latin
definitive (adj.),late ,14,Old French%Latin
deflagration (n.),,1600,Latin
deflect (v.),,1550,Latin
deflection (n.),,1600,Latin
defloration (n.),late ,14,Old French%Latin
deflower (v.),late ,14,Old French%Late Latin
deform (v.),,1400,Old French%Latin
deformation (n.),mid-,15,Old French%Latin
deformity (n.),early ,15,Old French%Latin
defraud (v.),mid-,14,Old French%Latin
defray (v.),,1540,Middle French%Old French%Latin
defrock (v.),,1580,French
defunct (adj.),,1590,Old French%Latin%PIE
defy (v.),,1300,Old French%Vulgar Latin%Latin
degenerate (adj.),late ,15,Latin
degenerate (v.),,1540,Latin
degeneration (n.),,1600,French%Late Latin
deglutition (n.),,16,French%Latin%PIE
degradation (n.),,1530,French%Medieval Latin
degrade (v.),late ,14,Old French
degree (n.),early ,13,Old French%Vulgar Latin%Late Latin%Latin
degression (n.),late ,15,Latin
degustation (n.),,1650,Latin
dehiscence (n.),,1828,Modern Latin
deicide (n.),,1610,Latin
deific (adj.),late ,15,French%Late Latin
deification (n.),late ,14,Late Latin
deify (v.),mid-,14,Old French%Late Latin%Latin
deign (v.),,1300,Old French%Latin
deipnosophist (n.),,1650,Greek
deism (n.),,1680,French%Latin
deist (n.),,1620,French%Latin
deity (n.),,1300,Old French%Late Latin%Latin%PIE
deixis (n.),,1949,Greek
deja vu,,1903,French
deject (v.),early ,15,Old French%Latin
dejection (n.),early ,15,Old French%Latin
delay (v.),,1300,Old French%Latin
delay (n.),mid-,13,Old French
dele,-,-,Latin
delectable (adj.),late ,14,Old French%Latin
delectation (n.),mid-,14,Old French%Latin
delegate (n.),late ,15,Old French%Latin
delegation (n.),,1610,French%Latin
delete (v.),late ,15,Latin
deleterious (adj.),,1640,Medieval Latin%Greek
deletion (n.),,1580,Latin
Delft,,1714,Dutch
deliberate (adj.),early ,15,Latin
deliberate (v.),,1540,Latin
deliberation (n.),late ,14,Latin
deliberative (adj.),,1550,Middle French%Latin
delibrate (v.),,1620,Latin
delicate (adj.),late ,14,Latin
delicatessen (n.),,1889,German%French%Latin
delicious (adj.),,1300,Old French%Late Latin%Latin
delict,,1520,Latin
deligate (v.),,1840,Latin
deligation (n.),,1660,Latin
delight (n.),,1200,Old French%Latin
delight (v.),,1200,Old French
Delilah,,1590,Hebrew%Semitic
delimit (v.),,1852,French%Latin
delimitation (n.),,1836,French
delineate (v.),,1550,Latin
delineation (n.),,1560,Latin
delinquency (n.),,1630,Latin
delinquent (n.),late ,15,Middle French%Latin
deliquesce (v.),,1756,Latin
deliquescent (adj.),,1791,Latin
delirium (n.),,1590,Latin%PIE
deliver (v.),,1200,Old French%Late Latin
deliverance (n.),,1300,Old French
delivery (n.),early ,15,Anglo-French
dell (n.1),-,-,Proto-Germanic
Della Crusca,,1796,Italian
Delphi,-,-,Greek
Delphic (adj.),,1590,Latin%Greek
delta (n.),,1200,Phoenician
deltoid (adj.),,1741,Greek
delude (v.),,1400,Latin
deluge (n.),late ,14,Old French%Latin
delusion (n.),early ,15,Latin
deluxe (adj.),,1819,French%Latin
delve (v.),,322,Old English%PIE
demagogue (n.),,1640,Greek
demagoguery (n.),,1855,Greek
demand (v.),late ,14,Old French%Latin
demand (n.),late ,13,Old French
demarcation (n.),,1752,Spanish
demarche (n.),,1650,French
demeanor (n.),late ,15,Old French%Latin
dement (v.),,1540,Middle French%Late Latin
dementia (n.),,1806,Latin
demerit (n.),late ,14,Old French
demesne (n.),,1300,Anglo-French%Latin
Demeter,-,-,Greek
demi-,early ,15,Old French%Late Latin%Latin
demi-monde (n.),,1855,French%Latin
demijohn (n.),,1769,French
demise (n.),mid-,15,Middle French%Latin
demission (n.),,1570,French%Latin
demit (v.),,1610,Latin
demitasse (n.),,1842,Arabic%Persian
democracy (n.),,1570,Middle French%Medieval Latin%Greek
democrat (n.),,1790,French
democratic (adj.),,1600,French%Medieval Latin%Greek
democratize (v.),,1798,French
demography (n.),,1880,Greek
demoiselle (n.),,1510,French
demolish (v.),,1560,Middle French%Latin
demolition (n.),,1540,Old French%Latin
demon (n.),,1200,Latin%Greek%PIE
demonetization (n.),,1852,French
demonetize (v.),,1852,French
demoniac (adj.),,1400,Late Latin%Greek
demonic (adj.),,1660,Latin
demonize (v.),,1821,Medieval Latin%Latin
demonstrable (adj.),,1400,Latin
demonstrate (v.),,1550,Latin
demonstration (n.),late ,14,Old French%Latin
demonstrative (adj.),late ,14,Old French%Latin
demoralize (v.),,1793,French
demotic (adj.),,1822,Greek%PIE
Dempsey,-,-,Irish
demulcent (adj.),,1732,Latin
demur (v.),,1200,Old French%Latin
demure (adj.),late ,14,Old French%Latin
demurrage (n.),,1640,Old French
demurrer (n.),,1530,Anglo-French
den (n.),,1771,Proto-Germanic
denarius (n.),,1570,Latin
denationalize (v.),,1807,French
denature (v.),,1878,French
dendrite (n.),mid-,18,Greek
dendro-,-,-,Greek%PIE
dene (n.1),-,-,Old English
Deneb,,1741,Arabic
dengue (n.),,1828,West Indian Spanish
denier (n.),early ,15,Old French%Latin
denigrate (v.),,1520,Latin
denigration (n.),early ,15,Late Latin
denim (n.),,1690,French
denizen (n.),early ,15,Anglo-French%Late Latin
Dennis,,6,French%Latin
denominate (v.),,1550,Latin
denomination (n.),late ,14,Old French%Latin
denominative (adj.),early ,15,Late Latin%Latin
denominator (n.),,1540,Medieval Latin
denotation (n.),,1530,Late Latin
denotative (adj.),,1610,Latin
denote (v.),,1590,Middle French%Latin
denouement (n.),,1752,French%Latin%PIE
denounce (v.),early ,14,Old French%Latin
dense (adj.),early ,15,Middle French%Latin%PIE
density (n.),,1600,French%Old French%Latin
dental (adj.),,1590,Middle French%Latin%PIE
dentifrice (n.),early ,15,Middle French%Latin
dentist (n.),,1759,French%Latin
dentition (n.),,1610,Latin
denture (n.),,1874,French%Latin
denudation (n.),early ,15,Middle French%Latin
denude (v.),early ,15,Middle French%Latin
denunciation (n.),early ,15,Latin
deny (v.),early ,14,Old French%Latin%Old Latin%PIE
deodand (n.),,1520,Anglo-French%Medieval Latin
deontology (n.),,1826,Greek
depart (v.),mid-,13,Old French%Late Latin
department (n.),mid-,15,Old French%Late Latin
departmental (adj.),,1791,French
departure (n.),mid-,15,Old French
depeche (n.),,15,French%Old French
depend (v.),early ,15,Middle French%Latin
dependant (adj.),late ,14,French%Latin
dependence (n.),early ,15,Middle French
depict (v.),early ,15,Latin
depiction (n.),,1680,French%Late Latin%Latin
depilation (n.),early ,15,Modern Latin
depilatory (adj.),,1600,French%Latin
depletion (n.),,1650,Late Latin
deplore (v.),,1550,French%Latin
deploy (v.),,1786,French%Old French%Latin
deployment (n.),,1796,French
deponent (adj.),,1520,Latin
deport (v.1),late ,15,Old French%Latin
deport (v.2),,1640,French%Latin
deportation (n.),,1590,Middle French%Latin
deportment (n.),,1600,Middle French%Old French
depose (v.),,1300,Old French
deposit (v.),,1620,Latin
deposit (n.),,1620,Latin
deposition (n.),late ,14,Old French%Latin
depository (n.),,1750,Medieval Latin
depot (n.),,1795,French%Old French%Latin
deprave (v.),late ,14,Old French%Latin
deprecate (v.),,1620,Latin
deprecation (n.),,1500,Middle French%Latin
deprecative (adj.),mid-,15,Middle French%Late Latin
deprecatory (adj.),,1580,Late Latin
depreciate (v.),mid-,15,Latin
depredate (v.),,1620,Latin
depredation (n.),late ,15,Middle French%Late Latin
depress (v.),early ,14,Old French%Late Latin
depression (n.),late ,14,Old French%Latin
depressive (adj.),,1610,Latin
deprivation (n.),mid-,15,Medieval Latin
deprive (v.),mid-,14,Old French%Medieval Latin%Latin
depth (n.),late ,14,Old English
depute (v.),mid-,14,Middle French%Late Latin
deputy (n.),,1400,Anglo-French%Late Latin
deracinate (n.),,1590,French%Old French%Late Latin
derail (v.),,1850,French
derailleur (n.),,1930,French
derailment (n.),,1850,French
derange (v.),,1776,French%Old French
derangement (n.),,1737,French
derecho (n.),-,-,American Spanish%Old Spanish%Latin
derelict (adj.),,1640,Latin
dereliction (n.),,1590,Latin
deride (v.),,1520,Middle French%Latin
derision (n.),,1400,Old French%Latin
derisive (adj.),,1620,Latin
derisory (adj.),,1610,Latin
derivate (adj.),late ,15,Latin
derivation (n.),early ,15,Middle French%Latin
derivative,early ,15,Middle French%Late Latin
derive (v.),late ,14,Old French%Latin
derm (n.),,1835,Greek
derma (n.),,1706,Modern Latin%Greek%PIE
dermato-,-,-,Greek
dern (adj.),-,-,Old English%West Germanic%Old English
derogate (v.),early ,15,Latin
derogation (n.),mid-,15,Old French%Latin
derogative (adj.),late ,15,Middle French%Latin
derogatory (adj.),,1500,Late Latin%Latin
derriere (n.),,1774,French%Late Latin%Latin
dervish (n.),,1580,Turkish%Persian
Des Moines,,1673,French
descant (n.),late ,14,Old North French%Medieval Latin%Latin
descend (v.),,1300,Old French%Latin%PIE
descendant,mid-,15,French
descension (n.),early ,15,Old French%Latin
descent (n.),,1300,Old French
describe (v.),early ,13,Old French%Latin
description (n.),late ,14,Old French%Latin
descriptive (adj.),,1751,Late Latin
descry (v.1),,1300,Old French%Latin
descry (v.2),mid-,14,Old French%Latin
desert (v.),late ,14,Old French%Late Latin
desert (n.1),early ,13,Old French%Late Latin
desert (n.2),,1300,Old French%Latin
desertion (n.),,1590,Middle French%Late Latin
deserve (v.),early ,13,Old French%Latin
desiccate (v.),,1570,Latin
desiccation (n.),early ,15,Middle French%Late Latin
design (v.),,1540,Latin
design (n.),,1580,Middle French%Italian%Latin
designate (adj.),,1640,Latin
designation (n.),late ,14,Old French%Latin
desirable (adj.),late ,14,Old French
desire (v.),early ,13,Old French%Latin
desire (n.),,1300,Old French
desirous (adj.),,1300,Anglo-French%Vulgar Latin
desist (v.),mid-,15,Middle French%Latin
desk (n.),mid-,14,Medieval Latin%Latin%Greek
desmo-,-,-,Greek%PIE
desolate (adj.),mid-,14,Latin
desolation (n.),late ,14,Old French%Church Latin
despair (n.),,1300,Anglo-French
despair (v.),early ,14,Latin
desperado (n.),,1600,Latin
desperate (adj.),early ,15,Latin
desperation (n.),mid-,14,Middle French%Latin
despicable (adj.),,1550,Late Latin%Latin
despise (v.),,1300,Old French%Latin
despite,,1300,Old French%Latin
despoil (v.),,1300,Old French%Latin
despoliation (n.),,1650,Late Latin%Latin
despondence (n.),,1670,Latin
despondent (adj.),,1690,Latin
despot (n.),,1560,Old French%Medieval Latin%Greek%PIE
despotic (adj.),,1640,French%Greek
despotism (n.),mid-,18,French
dessert (n.),,1600,Middle French
destination (n.),,1590,Latin%PIE
destine (v.),,1300,Old French%Latin
destiny (n.),mid-,14,Old French%Latin
destitute (adj.),late ,14,Latin%PIE
destitution (n.),early ,15,Old French%Latin
destrier (n.),,1300,Old French%Vulgar Latin%Latin
destroy (v.),early ,13,Old French%Vulgar Latin%Latin
destroyer (n.),late ,14,Old French
destruct (v.),,1958,Latin
destructible (adj.),,1755,Late Latin%Latin
destruction (n.),early ,14,Old French%Latin
destructive (adj.),late ,15,Old French%Late Latin
desuetude (n.),,1620,Middle French%Latin
desultory (adj.),,1580,Latin
detach (v.),,1680,French%Old French
detachment (n.),,1660,French
detail (n.),,1600,French%Old French%French
detail (v.),,1630,French%Old French
detain (v.),early ,15,Old French%Latin
detect (v.),early ,15,Latin
detection (n.),early ,15,Latin
detector (n.),,1540,Latin
detente (n.),,1908,Vulgar Latin
detention (n.),mid-,15,Middle French%Late Latin
